url,registration_number,registration_status,registration_date,public_title,scientific_title,applicant,study_leader,applicant_institution,approved,primary_sponsor,source_funding,study_type,study_objective,study_ailment,study_ailment_code,intervention,study_design,study_stage,recruitment_status,inclusion_criteria,exclusion_criteria,study_time_from,study_time_to,sample_size,outcomes,collecting_samples,time_sharing
https://www.chictr.org.cn/showproj.html?proj=320391,ChiCTR2600125842,,2026/06/01,乳酸片球菌补充剂降尿酸研究,,,,西安交通大学第二附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322944,ChiCTR2600125841,,2026/06/01,基于虚拟现实的平衡训练对踝关节距腓前韧带修补术后患者运动功能影响的临床研究,,,,西安交通大学第二附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325642,ChiCTR2600125840,,2026/06/01,LDH/白蛋白比值与IgAN肾间质纤维化研究,,,,福州大学附属省立医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325891,ChiCTR2600125839,,2026/06/01,基于HBM模式的回肠造口患者高排量预防的自我管理方案构建与应用,,,,河南省人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322145,ChiCTR2600125838,,2026/06/01,基于深度学习算法的老年患者术中血流动力学事件实时预测模型构建与验证研究,,,,中国医学科学院北京协和医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325601,ChiCTR2600125837,,2026/06/01,人工智能辅助血糖管理效果验证研究,,,,上海市保健医疗中⼼,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325319,ChiCTR2600125836,,2026/06/01,睡眠剥夺对ICU医务工作者脑电及情绪的影响,,,,南京医科大学第二附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325038,ChiCTR2600125835,,2026/06/01,盐酸哌甲酯缓释片改善注意力缺陷多动障碍（ADHD）儿童临床症状的真实世界研究,,,,四川大学华西第二医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=317533,ChiCTR2600125834,,2026/06/01,艾司氯胺酮对分期双侧全膝关节置换术后痛觉过敏的影响：一项随机对照试验,,,,青岛大学附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325689,ChiCTR2600125833,,2026/06/01,伏诺拉生-多西环素双联疗法与铋剂四联疗法治疗初治幽门螺杆菌感染的疗效比较：一项14天疗程的前瞻性、多中心、开放标签、随机化、非劣效性研究,,,,中南大学湘雅医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=317308,ChiCTR2600125832,,2026/06/01,HMGB1对嗜酸性粒细胞慢性鼻窦炎的影响,,,,杭州市第一人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=317764,ChiCTR2600125831,,2026/06/01,表没食子儿茶素没食子酸酯（EGCG）联合新辅助治疗在局部进展期胃癌中的临床疗效及免疫调控作用，单中心的探索性临床研究,,,,上海市第一人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323028,ChiCTR2600125830,,2026/06/01,多模式表达艺术干预对轻度认知障碍老年人认知功能、抑郁、孤独感和生活质量的影响,,,,衢州职业技术学院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325589,ChiCTR2600125829,,2026/06/01,海淀区育龄妇女RH阴性亚洲型DEL分子流行病学调查及精准输血管理策略的研究,,,,北京市海淀区妇幼保健院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322065,ChiCTR2600125828,,2026/06/01,艾滋病合并药物敏感肺结核的短疗程方案验证研究,,,,上海市公共卫生临床中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=317203,ChiCTR2600125827,,2026/06/01,八段锦运动联合人工智能辅助认知训练对社区居住老年人主观认知衰退认知功能的影响,,,,广东省广州市番禺区石碁镇社区卫生服务中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319302,ChiCTR2600125826,,2026/06/01,FGF21、LIN28A在肺癌组织中的表达及其与临床病理特征的相关性,,,,广安市人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323008,ChiCTR2600125825,,2026/06/01,基于故障树分析与随机森林的胸外科手术患者PACU拔管延迟风险路径识别与预测研究,,,,中山大学孙逸仙纪念医院深汕中心医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321744,ChiCTR2600125824,,2026/06/01,头偏转法对提高喉罩联合支气管封堵器左侧肺隔离效率的影响,,,,重庆医科大学附属大学城医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321835,ChiCTR2600125823,,2026/06/01,瑞马唑仑复合艾司氯胺酮与瑞芬太尼在保留自主呼吸宫腔镜手术中的比较,,,,安徽省第二人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=309839,ChiCTR2600125822,,2026/06/01,不同健康教育方式对结直肠癌患者癌因性疲乏症状表露的影响：一项混合方法研究,,,,福州大学附属省立医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324301,ChiCTR2600125821,,2026/06/01,肝肾动脉联合去交感神经术治疗未控制高血压的有效性和安全性研究,,,,成都医学院第一附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=314354,ChiCTR2600125820,,2026/06/01,多模态超声驱动的易损斑块AI融合模型：一项前瞻性影像组学临床研究,,,,福建医科大学附属第一医院,,,,诊断试验,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323561,ChiCTR2600125819,,2026/06/01,基于透明质酸改性的氨甲环酸金属有机框架组合物改善面部红斑及毛细血管扩张疗效评价,,,,四川大学华西医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324371,ChiCTR2600125818,,2026/06/01,西维来司他钠预防围术期腹腔感染患者术后ARDS发生：一项随机、双盲、安慰剂对照先导性研究,,,,北京大学人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325449,ChiCTR2600125817,,2026/06/01,HW091077片II期临床研究,,,,广州医科大学附属第一医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=303914,ChiCTR2600125816,,2026/06/01,儿童择期手术中静脉注射用磷丙泊酚二钠用于全身麻醉维持的有效性、安全性的多中心、单盲、随机对照的临床试验,,,,上海交通大学医学院附属上海儿童医学中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=307681,ChiCTR2600125815,,2026/06/01,扫码干预提高肺结核患者用药依从性的随机对照预试验研究,,,,南方医科大学,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325641,ChiCTR2600125814,,2026/06/01,婴幼儿血管瘤外用药早期启动治疗时机对长期疗效影响的多中心随机对照研究,,,,上海交通大学医学院附属第九人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318786,ChiCTR2600125813,,2026/06/01,噬菌体鸡尾酒治疗多重耐药菌皮肤感染的安全性与有效性随机对照研究,,,,西安交通大学第一附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321725,ChiCTR2600125812,,2026/06/01,唾液腺结石激光碎石治疗技术规范的建立,,,,北京大学口腔医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325651,ChiCTR2600125811,,2026/06/01,基于临床、影像及病理多模态数据的深度学习模型在直接手术切除肝癌预后预测中的应用：一项多中心回顾性研究,,,,福州大学附属省立医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=317494,ChiCTR2600125810,,2026/06/01,基于前馈控制脑网络的经颅直流电刺激对慢性踝关节不稳人群下肢动作模式及脑功能网络的影响,,,,上海体育大学,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325511,ChiCTR2600125809,,2026/06/01,经鼻高流量给氧在胃减容手术围术期临床应用研究,,,,哈尔滨医科大学附属第二医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320368,ChiCTR2600125808,,2026/06/01,注射用DXC006联合免疫检查点抑制剂或铂类在小细胞肺癌研究参与者中的Ⅰb/Ⅱ期研究,,,,中山大学肿瘤防治中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325711,ChiCTR2600125807,,2026/06/01,异体细胞膜片在慢性创面有效性和安全性的研究,,,,中国人民解放军总医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321685,ChiCTR2600125806,,2026/06/01,腕关节镜下改良经骨隧道联合背侧连续缝合技术修复TFCC小凹合并背侧损伤的临床疗效研究,,,,上海市静安区中心医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324931,ChiCTR2600125805,,2026/06/01,决策辅助工具在糖尿病慢性创面患者中的应用及评价：一项混合性方法研究,,,,海南医科大学,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321184,ChiCTR2600125804,,2026/06/01,基于健康信念模型的脑卒中患者跌倒恐惧风险沟通方案的构建与应用,,,,河北省第七人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325691,ChiCTR2600125803,,2026/06/01,一项评估阿来替尼用于ALK融合阳性局部晚期NSCLC转化手术治疗有效性与安全性的前瞻性、单臂临床研究,,,,四川大学华西医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318556,ChiCTR2600125802,,2026/06/01,糖尿病骨关节炎发生发展规律及其干预策略2026ZD0556902——评估关节腔内注射脱细胞脂肪活性蛋白（赛斐）治疗糖尿病骨关节炎的随机对照研究,,,,上海交通大学医学院附属第九人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325841,ChiCTR2600125801,,2026/06/01,人工智能赋能的复杂疾病系统解析及干预策略研究,,,,上海交通大学医学院附属瑞金医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325708,ChiCTR2600125800,,2026/06/01,重度烧伤患者肠道菌群动态变化与肌肉萎缩关联性研究,,,,福建医科大学附属协和医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323131,ChiCTR2600125799,,2026/06/01,一项评价基于人体成分分析的临床预测模型指导晚期胃癌一线免疫治疗的前瞻性、单中心、观察性临床研究,,,,上海交通大学医学院附属瑞金医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320554,ChiCTR2600125798,,2026/06/01,转移性去势抵抗型前列腺癌双极雄激素治疗后序贯新型雄激素 受体拮抗剂或 PD-1 单抗的随机对照试验,,,,北京医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321445,ChiCTR2600125797,,2026/06/01,基于共轭聚合物高灵敏检测脑卒中患者的单核苷酸多态性的研究,,,,首都医科大学附属北京朝阳医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=208263,ChiCTR2600125796,,2026/06/01,fMRI导航TMS干预低位直肠癌极限保肛术后LARS的多中心前瞻性随机对照研究,,,,复旦大学附属华山医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319604,ChiCTR2600125795,,2026/06/01,糖尿病心肌病患者的血液生物标记物分析：一项观察性临床队列研究,,,,暨南大学附属第一医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325440,ChiCTR2600125794,,2026/06/01,电针足三里对胰十二指肠切除术后胃肠功能障碍疗效的多中心随机对照研究,,,,复旦大学附属华山医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=316618,ChiCTR2600125793,,2026/06/01,颅骨骨盆牵引结合心肺康复对极重度脊柱畸形患者术前心肺适能的改善作用：一项回顾性研究,,,,成都京东方医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325838,ChiCTR2600125792,,2026/06/01,血液透析患者症状群核心靶点识别及“医院-社区-家庭”分级联动管理模式研究,,,,上海交通大学医学院附属瑞金医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321843,ChiCTR2600125791,,2026/06/01,叙事护理对非急性期精神分裂症患者的干预研究,,,,厦门市仙岳医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=313853,ChiCTR2600125790,,2026/06/01,慢性萎缩性胃炎背景下反流性食管炎的反流特征与食管动力学分析：基于HRM与MII-pH的病例对照研究,,,,六盘水市人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321325,ChiCTR2600125789,,2026/06/01,经皮耳迷走神经刺激对腹部手术患者术后心肌损伤的影响及机制探究,,,,晋城市人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319613,ChiCTR2600125788,,2026/06/01,超声可视化技术在坐骨股骨撞击综合征中的应用研究,,,,重庆市渝北区人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319653,ChiCTR2600125787,,2026/06/01,三种光学设计框架镜对儿童青少年近视进展影响的前瞻性单中心对比研究,,,,杭州明视康眼科医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320053,ChiCTR2600125786,,2026/06/01,右美托咪定喷鼻联合椎管内麻醉在老年患者关节置换术中的镇静效果研究,,,,苏州市立医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320293,ChiCTR2600125785,,2026/06/01,多维复合营养粉联合小麦纤维素颗粒在混合痔术后快速康复应用的随机对照临床研究,,,,徐州医科大学附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320353,ChiCTR2600125784,,2026/06/01,终身经历问卷的汉化及信效度检验,,,,宁夏回族自治区人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320483,ChiCTR2600125783,,2026/06/01,老年人顶叶感觉整合中枢调控机制和干预效果研究,,,,北京体育大学,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320543,ChiCTR2600125782,,2026/06/01,经皮耳迷走神经刺激对腹腔镜下非胃肠手术患者术后胃肠功能的影响,,,,江苏省苏北人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320833,ChiCTR2600125781,,2026/06/01,一项评价脉冲电场消融系统治疗药物控制未达标的成人2型糖尿病的初步疗效和安全性临床研究方案,,,,上海市东方医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321343,ChiCTR2600125780,,2026/05/31,环泊酚与丙泊酚对接受肠道手术的老年患者围术期认知功 能的影响：一项双中心、前瞻性、随机对照试验,,,,中山大学肿瘤防治中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321533,ChiCTR2600125779,,2026/05/31,腰椎单侧双通道内镜手术中冲洗液温度管理的临床研究：一项前瞻性随机对照试验,,,,第四军医大学唐都医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322003,ChiCTR2600125778,,2026/05/31,一项评价注射用KR25102在中国健康参与者中单次和多次剂量递增静脉给药的安全性、耐受性和药代动力学特征及药效动力学的Ⅰ期临床试验,,,,中南大学湘雅三医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322053,ChiCTR2600125777,,2026/05/31,基于“心-脾-肠”轴的穴位按摩联合穴位敷贴在冠心病PCI术后患者中的临床疗效研究,,,,如皋市人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=311814,ChiCTR2600125776,,2026/05/31,左心室偏小与房颤负荷进展的关联：一项前瞻性队列研究方案,,,,甘肃省人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322873,ChiCTR2600125775,,2026/05/31,一项在健康试验参与者中评价注射用HYH2006078P1单次静脉给药安全性、耐受性和药代动力学的随机、双盲、安慰剂/阳性对照、剂量爬坡的Ⅰ期临床研究,,,,中南大学湘雅三医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323723,ChiCTR2600125774,,2026/05/31,房性功能性二尖瓣反流不同外科治疗 策略的远期预后研究,,,,华中科技大学同济医学院附属协和医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323993,ChiCTR2600125773,,2026/05/31,羟丁酸钠对小儿术后苏醒期躁动的影响,,,,中国医科大学附属盛京医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324123,ChiCTR2600125772,,2026/05/31,Fractional Radiofrequency Microneedling Combined With Low-Dose Isotretinoin Versus Standard-Dose Isotretinoin in Moderate-to-Severe Acne A Randomized Controlled Pilot Study,,,,University of Mosul,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321075,ChiCTR2600125771,,2026/05/31,基于干预映射的肝硬化失代偿期患者饮食依从性干预方案的构建及应用,,,,徐州市中心医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324383,ChiCTR2600125770,,2026/05/31,环泊酚对老年胃肠道肿瘤患者术后谵妄的影响：一项前瞻性、随机、对照试验,,,,河北医科大学第四医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321005,ChiCTR2600125769,,2026/05/31,基于小脑-脊髓接口促进脑卒中后肢体康复的应用基础研究,,,,皖南医科大学第一附属医院(弋矶山医院),,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320735,ChiCTR2600125768,,2026/05/31,吲哚布芬、阿司匹林、西洛他唑与氯吡格雷治疗缺血性卒中有效性、安全性的单中心、回顾性研究,,,,南方医科大学南方医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320655,ChiCTR2600125767,,2026/05/31,CD73+NK细胞亚群（ZJ-S-0106）对轻、中度阿尔茨海默病康复治疗作用的安全性和有效性研究（多中心）,,,,深圳市第二人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320185,ChiCTR2600125766,,2026/05/31,基于可控扩张支架体系的阶梯式TIPS：一项多中心随机对照研究,,,,复旦大学附属中山医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320175,ChiCTR2600125765,,2026/05/31,健康支持干预对接受新辅助治疗的胸部恶性肿瘤患者生活质量与临床结局的影响：一项前瞻性队列研究,,,,湖南省肿瘤医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319715,ChiCTR2600125764,,2026/05/31,单层精子条铺法联合卵胞浆内超高分辨形态选择精子注射技术(SLS-IMSI)在极重度少精子症患者中有效性与安全性的前瞻性、单中心、随机、同胞卵对照临床研究,,,,上海交通大学医学院附属第一人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319615,ChiCTR2600125763,,2026/05/31,3岁前潮式呼吸多周期特征预测学龄期哮喘及肺功能演变的机器学习模型建立及外部验证,,,,陆军军医大学第一附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319315,ChiCTR2600125762,,2026/05/31,HIFU vs 传统治疗对子宫良性疾病的真实世界多病种队列研究,,,,重庆医科大学附属第二医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319295,ChiCTR2600125761,,2026/05/31,骨质疏松性椎体中骨水泥流体仿真的应用研究——非干预性前瞻性骨水泥流体仿真临床研究,,,,解放军总医院第四医学中心,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318154,ChiCTR2600125760,,2026/05/31,小剂量环孢素联合艾曲泊帕优先治疗糖皮质激素无效/依赖的原发免疫性血小板减少症：一项全国多中心、前瞻性、随机对照研究,,,,浙江中医药大学附属第一医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=323474,ChiCTR2600125759,,2026/05/31,一项评估不同剂量注射用辅酶I（NAD+）治疗卵巢功能衰退有效性及安全性的多中心、随机、双盲、安慰剂对照的II期临床研究,,,,北京大学第三医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325314,ChiCTR2600125758,,2026/05/31,基于智能手机的糖尿病并发症管理小程序——“糖教授”对2型糖尿病并发症生活方式干预的多中心随机对照研究,,,,中南大学湘雅二医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=294074,ChiCTR2600125757,,2026/05/31,基于人工智能的儿童常见眼病高效筛查体系研究,,,,上海交通大学医学院附属第九人民医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325350,ChiCTR2600125756,,2026/05/31,艾帕洛利托沃瑞利单抗联合仑伐替尼辅助治疗 TACE 序贯热消融术后伴高危复发肝细胞癌的随机对照、开放标签、单中心临床研究,,,,首都医科大学附属北京佑安医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325320,ChiCTR2600125755,,2026/05/31,MDH2乳酸化修饰在肿瘤微循环异常中的作用研究,,,,苏州市立医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=320890,ChiCTR2600125754,,2026/05/31,同步放化疗无进展后接受PD-L1/PD-1免疫检查点抑制剂巩固治疗局限期小细胞肺癌的多中心真实世界研究,,,,山东第一医科大学附属肿瘤医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=317520,ChiCTR2600125753,,2026/05/31,KLF5-GPNMB 调控小胶质细胞极化对老年患者术后谵妄的影响及机制研究,,,,邯郸市第一医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=315034,ChiCTR2600125752,,2026/05/30,环泊酚应用于老年患者腹腔镜腹部大手术全身麻醉维持对术后谵妄的影响：一项真实世界的研究,,,,川北医学院附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319205,ChiCTR2600125751,,2026/05/30,To investigate structural variations (SVs) in autism spectrum disorder (ASD) and related endophenotypes,,,,"The Nethersole School of Nursing, The Chinese University of Hong Kong",,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318685,ChiCTR2600125750,,2026/05/30,基于双轨管理的SBAR交接模式对ICU患者早期预警事件识别率及临床结局的影响,,,,南昌大学第一附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318535,ChiCTR2600125749,,2026/05/30,宿主适应性进化调控罗伊氏乳杆菌消化道定植能力的机制研究,,,,浙江大学,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318225,ChiCTR2600125748,,2026/05/30,慢性伤口患者医用粘胶相关性皮肤损伤预防方案构建及应用研究,,,,德阳市第二人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=321815,ChiCTR2600125747,,2026/05/30,基于行为科学的成人牙周病防治护理干预体系构建与效果评价,,,,镇江市第一人民医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=319575,ChiCTR2600125746,,2026/05/30,自我疏离写作对大学新生社交焦虑的影响：认知重评和自我关怀的中介作用,,,,闽南师范大学艺术学院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324745,ChiCTR2600125745,,2026/05/29,血流导向装置与普通支架治疗颅内后循环动脉瘤的安全性与有效性：一项非劣效、多中心、前瞻性随机对照研究,,,,中山大学附属第三医院（中山大学肝脏病医院）,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325055,ChiCTR2600125744,,2026/05/29,比较不同剂量富马酸泰吉利定对胃肠道肿瘤患者术后镇痛效果及恢复质量的影响,,,,广州医科大学附属清远医院（清远市人民医院）,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324195,ChiCTR2600125743,,2026/05/29,综合康复治疗对脑损伤患者平衡功能和足底压力的影响及其皮层作用机制研究,,,,北京博爱医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=311100,ChiCTR2600125742,,2026/05/29,桑枝总生物碱片对儿童肥胖2型糖尿病患者的效果及改善糖脂代谢的机制研究,,,,首都医科大学附属首都儿童医学中心,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=324899,ChiCTR2600125741,,2026/05/29,实习护生逆境商、心理弹性及转型冲击的相关性研究,,,,福建医科大学,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=318542,ChiCTR2600125740,,2026/05/29,经颅直流电刺激对高水平空手道运动员前手拳动作速度的影响,,,,北京体育大学,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=305564,ChiCTR2600125739,,2026/05/29,主动减重对肥胖人群心功能影响的观察性研究,,,,暨南大学附属第一医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=314822,ChiCTR2600125738,,2026/05/29,髋肌强化与3D足踝训练对青年柔韧性扁平足的疗效对比分析,,,,西安体育学院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322752,ChiCTR2600125737,,2026/05/29,布拉氏酵母菌辅助改善抑郁症的临床疗效及机制研究,,,,昆明医科大学第一附属医院,,,,干预性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=322792,ChiCTR2600125736,,2026/05/29,ACSS2乳酸化修饰调控mTOR通路影响Th17/Treg细胞极化介导代谢性脂肪肝病进展的机制研究,,,,昆明医科大学第一附属医院,,,,观察性研究,,,,,,,,,,,,0,,,
https://www.chictr.org.cn/showproj.html?proj=325659,ChiCTR2600125735,,2026/05/29,轻度认知障碍患者及其照顾者对疾病进展恐惧的质性研究,,,,首都医科大学宣武医院,,,,观察性研究,,,,,,,,,,,,0,,,
